Country,Year,Date,Holiday_Name,Local_Name,Type,Description,Holiday_Season,Holiday_Month
US,2029,2029-04-07,Orthodox Holy Saturday,,Orthodox,Many Orthodox Christians in the United States remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.,Spring,4
US,2029,2029-04-07,United Nations' World Health Day,,United Nations Observance,"The World Health Organization, the United Nations' the directing and coordinating authority for health, annually highlights one of its priorities for global health on World Health Day.",Spring,4
US,2029,2029-04-07,Day of Remembrance of the Victims of the Rwanda Genocide,,United Nations Observance,The UN’s Day of Remembrance of the Victims of the Rwanda Genocide is observed on April 7 each year.,Spring,4
US,2029,2029-04-08,Orthodox Easter,,Orthodox,"Many Orthodox Christians in the United States mark Easter Sunday, also known as Pascha, as the day Jesus Christ was resurrected, according to the Christian bible.",Spring,4
US,2029,2029-04-09,Orthodox Easter Monday,,Orthodox,Many Orthodox churches in the United States observe Easter Monday on the day after the Orthodox Easter Sunday date.,Spring,4
US,2029,2029-04-10,National Library Workers' Day,,Observance,"National Library Workers’ Day recognizes the efforts and achievements that librarians make to give Americans access to information via books, computers and other media.",Spring,4
US,2029,2029-04-11,Yom HaShoah,,Hebrew,Many people in the United States observe Yom Hashoah by remembering Holocaust victims who died during World War II.,Spring,4
US,2029,2029-04-12,International Day of Human Space Flight,,United Nations Observance,The UN’s International Day of Human Space Flight is annually held on April 12.,Spring,4
US,2029,2029-04-13,Friday the 13th,,Worldwide Observance,Friday the 13th is a day full of superstitious beliefs in communities worldwide.,Spring,4
US,2029,2029-04-13,Thomas Jefferson's Birthday,,Observance,Americans celebrate president Thomas Jefferson's Birthday on April 13.,Spring,4
US,2029,2029-04-14,World Chagas Disease Day,,United Nations Observance,World Chagas Disease Day is a United Nations observance in the USA,Spring,4
US,2029,2029-04-15,World Art Day,,Worldwide Observance,World Art Day is a worldwide observance in the USA,Spring,4
US,2029,2029-04-15,Father Damien Day,,Local Observance,Father Damien Day or Saint Damien Day is an occasion for residents of the state of Hawaii to remember the life and deeds of a Belgian missionary.,Spring,4
US,2029,2029-04-16,Emancipation Day,,Local Holiday,People celebrate the end of slavery and citizens' rights on Emancipation Day in the United States.,Spring,4
US,2029,2029-04-16,Patriots' Day,,Local Holiday,"Patriots' Day commemorates the battles of Lexington and Concord in 1775, which were two of the earliest battles in the American Revolutionary War.",Spring,4
US,2029,2029-04-16,Boston Marathon,,Sporting Event,Boston Marathon is one of the world's oldest yearly marathon. It is held annually on Patriot's Day in the month of April.,Spring,4
US,2029,2029-04-17,Tax Day,,Observance,Tax Day is the deadline for United States residents to file details of their income to the Internal Revenue Service (IRS) so that their liability for income tax can be assessed.,Spring,4
US,2029,2029-04-18,International Day for Monuments and Sites,,Worldwide Observance,The International Day for Monuments and Sites raises awareness on preserving and conserving historical and archeological heritage sites.,Spring,4
US,2029,2029-04-19,Yom Ha'atzmaut,,Hebrew,"Many Jewish communities in the United States celebrate Yom Ha’Atzmaut, which is Israel’s Independence Day, on the fifth day of the month of Iyar in the Jewish calendar.",Spring,4
US,2029,2029-04-20,Chinese Language Day,,United Nations Observance,Chinese Language Day is a United Nations observance that celebrates one of the organization’s 6 official languages – Chinese.,Spring,4
US,2029,2029-04-20,Arbor Day,,Local Observance,Arbor Day is a state observance in the USA,Spring,4
US,2029,2029-04-21,World Creativity and Innovation Day,,United Nations Observance,World Creativity and Innovation Day is a United Nations observance in the USA,Spring,4
US,2029,2029-04-21,San Jacinto Day,,Local Holiday,"San Jacinto Day commemorates the Battle of San Jacinto in what is now Harris County, Texas.",Spring,4
US,2029,2029-04-22,Earth Day,,United Nations Observance,The United Nations' International Mother Earth Day promotes environmental awareness and calls for the protection of our planet.,Spring,4
US,2029,2029-04-22,Oklahoma Day,,Local Observance,Oklahoma Day in the United States marks the anniversary of the opening of Oklahoma's lands to European settlers.,Spring,4
US,2029,2029-04-23,World Book and Copyright Day,,United Nations Observance,World Book and Copyright Day is an occasion to celebrate the contribution of books and authors to our global culture and the connection between copyright and books.,Spring,4
US,2029,2029-04-23,World Spanish Language Day,,United Nations Observance,World Spanish Language Day is a United Nations observance in the USA,Spring,4
US,2029,2029-04-23,English Language Day,,United Nations Observance,"English Language Day promotes the history, culture and accomplishments of the English language.",Spring,4
US,2029,2029-04-23,Confederate Memorial Day,,Local Holiday,On Confederate Memorial Day remembers the soldiers who died fighting for the Confederate States of America during the American Civil War (1861-1865). It is a state holiday in some parts of the United States.,Spring,4
US,2029,2029-04-24,Eid al-Adha,,Muslim,"For more than 3 millions Muslims in the US, Eid al-Adha, the Festival of Sacrifice, is one of the most important dates in the calendar.",Spring,4
US,2029,2029-04-24,International Day of Multilateralism and Diplomacy for Peace,,United Nations Observance,International Day of Multilateralism and Diplomacy for Peace is a United Nations observance in the USA,Spring,4
US,2029,2029-04-25,International Delegate's Day,,United Nations Observance,International Delegate's Day is a United Nations observance in the USA,Spring,4
US,2029,2029-04-25,World Malaria Day,,United Nations Observance,World Malaria Day is annually observed on April 25 to promote efforts that provide effective control of malaria worldwide.,Spring,4
US,2029,2029-04-25,Administrative Professionals Day,,Observance,Administrative Professionals Day® is on the Wednesday of the last full week of April. It remembers the important role of administrative professionals.,Spring,4
US,2029,2029-04-26,International Girls in ICT Day,,United Nations Observance,International Girls in ICT Day is a United Nations observance in the USA,Spring,4
US,2029,2029-04-26,World Intellectual Property Day,,United Nations Observance,World Intellectual Property Day is annually held on April 26 to increase awareness and understanding of intellectual property worldwide.,Spring,4
US,2029,2029-04-26,International Chernobyl Disaster Remembrance Day,,United Nations Observance,International Chernobyl Disaster Remembrance Day is a UN holiday designed to raise awareness of the consequences of the 1986 nuclear accident.,Spring,4
US,2029,2029-04-26,Confederate Memorial Day,,Local Observance,On Confederate Memorial Day remembers the soldiers who died fighting for the Confederate States of America during the American Civil War (1861-1865). It is a state holiday in some parts of the United States.,Spring,4
US,2029,2029-04-26,Take our Daughters and Sons to Work Day,,Observance,Take our Daughters and Sons to Work Day is a observance in the USA,Spring,4
US,2029,2029-04-27,Arbor Day,,Local Holiday,"Arbor Day encourages people to plant and care for trees. In Nebraska, it falls on the last Friday of April.",Spring,4
US,2029,2029-04-27,Arbor Day,,Local Observance,Arbor Day is a state observance in the USA,Spring,4
US,2029,2029-04-28,World Day for Safety and Health at Work,,United Nations Observance,The World Day for Safety and Health at Work is observed on April 28 each year.,Spring,4
US,2029,2029-04-30,International Jazz Day,,United Nations Observance,"International Jazz Day recognizes the historical, cultural, and educational contribution of jazz.",Spring,4
US,2029,2029-04-30,Arbor Day,,Local Observance,Arbor Day is a state observance in the USA,Spring,4
US,2029,2029-04-30,Confederate Memorial Day,,Local Holiday,On Confederate Memorial Day remembers the soldiers who died fighting for the Confederate States of America during the American Civil War (1861-1865). It is a state holiday in some parts of the United States.,Spring,4
US,2029,2029-05-01,Law Day,,Observance,Law Day in the United States is annually held on May 1.,Spring,5
US,2029,2029-05-01,Loyalty Day,,Observance,Loyalty Day is a special day for people to reaffirm their loyalty to the United States and to recognize the heritage of American freedom.,Spring,5
US,2029,2029-05-01,Lei Day,,Local Observance,"May Day is Lei Day in Hawai'i, celebrating Hawaiian culture or the “Aloha spirit.",Spring,5
US,2029,2029-05-01,First Day of Military Appreciation Month,,Observance,First Day of Military Appreciation Month is a annual monthly observance in the USA,Spring,5
US,2029,2029-05-01,First Day of Asian Pacific American Heritage Month,,Observance,First Day of Asian Pacific American Heritage Month is a annual monthly observance in the USA,Spring,5
US,2029,2029-05-01,First Day of Jewish American Heritage Month,,Observance,First Day of Jewish American Heritage Month is a annual monthly observance in the USA,Spring,5
US,2029,2029-05-02,World Tuna Day,,United Nations Observance,World Tuna Day is a UN holiday designed to raise awareness of the global importance of tuna.,Spring,5
US,2029,2029-05-03,Lag BaOmer,,Hebrew,Many Jewish Americans observe Lag B’Omer on the 18th day of the month of Iyar in the Jewish calendar.,Spring,5
US,2029,2029-05-03,World Press Freedom Day,,United Nations Observance,World Press Freedom Day focuses on the importance of the freedom of the press and freedom of expression.,Spring,5
US,2029,2029-05-03,National Day of Prayer,,Observance,"National Day of Prayer is held on the first Thursday of May each year, inviting Americans of all faiths to pray for the country and its leaders.",Spring,5
US,2029,2029-05-03,West Virginia Day of Prayer,,Local Observance,West Virginia Day of Prayer is a state observance in the USA,Spring,5
US,2029,2029-05-04,Kent State Shootings Remembrance,,Local Observance,"Kent State Shootings Remembrance Day is a local observance in Kent, Ohio.",Spring,5
US,2029,2029-05-04,Kentucky Oaks,,Sporting Event,The Kentucky Oaks is a rade 1 Stakes horse race held annually on the Friday before the Kentucky Derby in May.,Spring,5
US,2029,2029-05-04,Rhode Island Independence Day,,Local Observance,Rhode Island Independence Day is a day to celebrate the state's declaration of independence from Great Britain in 1776.,Spring,5
US,2029,2029-05-05,World Portuguese Language Day,,United Nations Observance,World Portuguese Language Day is a United Nations observance in the USA,Spring,5
